name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
17960,2016-03-24,63.9,41.7,50.8,63.9,36.9,48.5,37.7,62.2,0.0,0,0.0,,0.0,0.0,27.7,12.4,83.3,1014.4,8.9,9.7,,,,,2016-03-24T06:59:41,2016-03-24T19:20:47,0.54,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-03-25,65.7,43.9,55.6,65.7,37.7,54.6,44.5,68.7,0.067,100,25.0,rain,0.0,0.0,26.9,18.6,283.0,1008.7,61.7,9.0,,,,,2016-03-25T06:58:02,2016-03-25T19:21:50,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-03-26,55.9,32.0,43.5,55.9,26.6,40.1,28.3,56.9,0.0,0,0.0,,0.0,0.0,20.8,12.3,34.5,1024.9,8.9,9.9,,,,,2016-03-26T06:56:23,2016-03-26T19:22:53,0.61,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-03-27,54.1,40.1,46.6,54.1,36.2,44.3,39.1,75.9,0.0,0,0.0,,0.0,0.0,21.9,11.1,117.1,1025.9,91.6,8.9,,,,,2016-03-27T06:54:43,2016-03-27T19:23:56,0.64,Overcast,Cloudy skies throughout the day.,cloudy,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-03-28,60.1,41.9,48.3,60.1,36.5,45.8,39.3,73.4,0.36,100,29.17,rain,0.0,0.0,42.4,25.3,284.2,1008.0,99.2,8.0,,,,,2016-03-28T06:53:04,2016-03-28T19:25:00,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-03-29,54.8,38.7,46.3,54.8,33.1,41.4,20.5,39.0,0.0,0,0.0,,0.0,0.0,34.4,20.1,308.6,1016.6,34.9,9.9,,,,,2016-03-29T06:51:25,2016-03-29T19:26:02,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-03-30,58.4,27.2,44.1,58.4,27.2,43.4,19.2,39.4,0.0,0,0.0,,0.0,0.0,22.1,13.9,197.6,1025.3,1.0,9.9,,,,,2016-03-30T06:49:47,2016-03-30T19:27:05,0.74,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-03-31,69.4,47.3,58.6,69.4,43.3,57.6,43.9,58.8,0.0,0,0.0,,0.0,0.0,30.2,17.2,182.1,1013.4,51.9,9.9,,,,,2016-03-31T06:48:08,2016-03-31T19:28:08,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-01,76.8,61.7,67.5,76.8,61.7,67.5,54.1,64.0,0.011,100,12.5,rain,0.0,0.0,26.4,14.0,220.1,1002.7,77.9,9.9,,,,,2016-04-01T06:46:30,2016-04-01T19:29:11,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-02,60.6,45.8,52.3,60.6,41.7,51.7,33.8,51.9,0.09,100,25.0,rain,0.0,0.0,31.4,12.5,268.7,999.7,84.5,9.8,,,,,2016-04-02T06:44:52,2016-04-02T19:30:14,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-03,41.0,29.8,36.4,38.2,15.3,27.4,16.5,45.9,0.053,100,12.5,rain,0.0,0.0,43.8,27.0,287.9,1008.7,66.2,9.7,,,,,2016-04-03T06:43:14,2016-04-03T19:31:17,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-04,44.9,30.7,38.7,44.6,20.3,34.3,28.7,68.9,0.188,100,41.67,rain,0.0,0.0,23.0,14.3,8.2,1012.3,96.4,9.2,,,,,2016-04-04T06:41:37,2016-04-04T19:32:19,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-05,40.2,25.5,32.5,33.5,15.1,24.6,9.7,40.5,0.0,0,0.0,,0.0,0.0,24.2,14.8,347.9,1025.7,29.0,10.1,,,,,2016-04-05T06:40:00,2016-04-05T19:33:22,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-06,49.8,23.4,37.8,44.2,23.4,34.3,18.3,46.9,0.0,0,0.0,,0.0,0.0,28.8,17.3,172.9,1023.7,13.3,9.9,,,,,2016-04-06T06:38:24,2016-04-06T19:34:25,0.97,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-07,54.0,44.5,49.8,54.0,40.4,47.8,42.6,76.5,0.689,100,41.67,rain,0.0,0.0,25.6,12.2,194.0,1001.6,74.4,8.9,,,,,2016-04-07T06:36:47,2016-04-07T19:35:28,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-08,44.9,37.4,40.9,39.6,31.3,34.9,26.7,58.1,0.0,0,0.0,,0.0,0.0,27.3,17.9,266.3,1004.5,62.5,9.8,,,,,2016-04-08T06:35:12,2016-04-08T19:36:30,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-09,36.8,32.2,34.0,35.7,23.2,29.0,25.7,72.1,0.097,100,33.33,"rain,snow",0.0,0.0,30.0,15.1,346.1,1009.6,78.1,7.4,,,,,2016-04-09T06:33:37,2016-04-09T19:37:33,0.07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-10,45.0,26.1,36.3,41.5,18.0,30.4,16.3,44.3,0.0,0,0.0,,0.0,0.0,23.4,13.7,284.2,1025.6,36.0,9.9,,,,,2016-04-10T06:32:02,2016-04-10T19:38:36,0.11,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-11,58.9,41.4,48.6,58.9,35.9,46.1,36.3,63.0,0.01,100,12.5,rain,0.0,0.0,22.5,9.6,165.6,1019.9,84.3,9.9,,,,,2016-04-11T06:30:28,2016-04-11T19:39:39,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-12,59.0,41.0,52.0,59.0,36.8,50.4,36.8,59.8,0.264,100,37.5,rain,0.0,0.0,23.7,15.2,318.6,1018.1,50.5,9.1,,,,,2016-04-12T06:28:55,2016-04-12T19:40:42,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-13,54.8,33.6,44.1,54.8,31.7,41.9,23.1,45.5,0.0,0,0.0,,0.0,0.0,16.1,9.2,352.6,1028.2,0.5,9.9,,,,,2016-04-13T06:27:22,2016-04-13T19:41:44,0.25,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-14,60.5,33.6,48.0,60.5,33.6,47.7,25.8,46.1,0.0,0,0.0,,0.0,0.0,,7.2,5.7,1027.0,7.4,9.9,,,,,2016-04-14T06:25:49,2016-04-14T19:42:47,0.24,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-15,63.4,36.0,51.0,63.4,36.0,50.7,29.6,47.7,0.0,0,0.0,,0.0,0.0,,4.9,35.9,1029.5,0.0,9.9,,,,,2016-04-15T06:24:18,2016-04-15T19:43:50,0.28,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-16,68.2,37.5,53.6,68.2,37.5,53.5,28.1,42.6,0.0,0,0.0,,0.0,0.0,,7.9,47.8,1029.8,0.0,9.9,,,,,2016-04-16T06:22:47,2016-04-16T19:44:53,0.31,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-17,74.6,37.5,57.6,74.6,37.5,57.5,31.4,40.2,0.0,0,0.0,,0.0,0.0,,6.4,262.2,1029.0,0.0,9.9,,,,,2016-04-17T06:21:17,2016-04-17T19:45:56,0.35,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-18,79.4,47.5,64.3,79.4,47.5,64.2,33.0,35.3,0.0,0,0.0,,0.0,0.0,18.3,9.9,305.6,1022.7,0.0,9.9,,,,,2016-04-18T06:19:48,2016-04-18T19:46:59,0.38,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-19,67.7,52.1,59.7,67.7,52.1,59.7,34.1,39.7,0.0,0,0.0,,0.0,0.0,25.9,18.4,337.7,1018.4,7.3,9.9,,,,,2016-04-19T06:18:19,2016-04-19T19:48:01,0.41,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-20,68.7,41.5,55.7,68.7,39.6,55.2,24.2,32.6,0.0,0,0.0,,0.0,0.0,17.2,8.2,316.8,1023.8,0.0,9.9,,,,,2016-04-20T06:16:51,2016-04-20T19:49:04,0.45,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-21,71.6,45.2,59.3,71.6,45.2,59.3,36.6,44.4,0.0,0,0.0,,0.0,0.0,21.9,13.2,209.4,1019.3,13.6,9.9,,,,,2016-04-21T06:15:25,2016-04-21T19:50:07,0.48,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-22,73.4,57.6,66.0,73.4,57.6,66.0,52.3,62.3,0.0,0,0.0,,0.0,0.0,16.1,10.1,251.4,1012.4,30.2,9.8,,,,,2016-04-22T06:13:59,2016-04-22T19:51:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-23,63.6,48.7,58.2,63.6,44.0,58.0,42.3,58.9,0.111,100,37.5,rain,0.0,0.0,24.2,17.6,335.8,1012.2,54.8,9.7,,,,,2016-04-23T06:12:34,2016-04-23T19:52:13,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-24,66.2,38.7,52.5,66.2,35.9,51.4,23.2,32.9,0.0,0,0.0,,0.0,0.0,17.2,9.6,305.1,1018.1,0.5,9.9,,,,,2016-04-24T06:11:10,2016-04-24T19:53:16,0.58,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-25,73.4,46.2,60.4,73.4,46.2,60.4,36.3,42.9,0.0,0,0.0,,0.0,0.0,,5.7,288.5,1014.4,15.2,9.9,,,,,2016-04-25T06:09:46,2016-04-25T19:54:18,0.62,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-26,77.0,54.3,63.6,77.0,54.3,63.6,51.5,66.2,0.072,100,37.5,rain,0.0,0.0,32.0,12.9,342.0,1006.0,47.5,9.1,,,,,2016-04-26T06:08:24,2016-04-26T19:55:21,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-27,56.4,46.7,50.3,56.4,43.7,49.1,43.0,76.2,0.0,0,0.0,,0.0,0.0,21.9,8.7,17.5,1012.7,82.0,8.7,,,,,2016-04-27T06:07:03,2016-04-27T19:56:23,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-28,54.6,44.5,47.8,54.6,43.5,47.3,35.3,65.9,0.159,100,33.33,rain,0.0,0.0,,7.8,47.2,1016.6,57.0,8.1,,,,,2016-04-28T06:05:44,2016-04-28T19:57:26,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-29,51.3,44.1,47.0,51.3,41.8,46.0,39.3,75.1,0.033,100,20.83,rain,0.0,0.0,18.3,8.9,97.8,1018.6,99.7,9.4,,,,,2016-04-29T06:04:25,2016-04-29T19:58:28,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2016-04-30,55.9,43.4,50.1,55.9,40.8,49.7,39.6,68.1,0.0,0,0.0,,0.0,0.0,,5.9,63.9,1022.7,99.8,9.9,,,,,2016-04-30T06:03:07,2016-04-30T19:59:31,0.79,Overcast,Cloudy skies throughout the day.,cloudy,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-01,43.9,29.9,37.1,39.8,26.3,32.8,27.3,67.9,0.0,0,0.0,,0.0,0.2,25.3,11.1,255.8,1014.4,56.5,9.8,93.0,7.9,4.0,,2017-02-01T07:13:33,2017-02-01T17:21:52,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-02,39.3,27.9,33.6,32.0,19.6,28.1,21.6,62.9,0.0,0,0.0,,0.0,0.2,32.2,15.0,277.2,1019.9,54.6,9.8,120.2,10.5,5.0,,2017-02-02T07:12:33,2017-02-02T17:23:07,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-03,30.3,19.4,25.3,21.6,9.2,17.3,9.8,52.1,0.0,0,0.0,,0.0,0.1,28.0,16.8,290.0,1023.8,34.7,9.9,91.8,8.0,4.0,,2017-02-03T07:11:32,2017-02-03T17:24:21,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,KXLL"
17960,2017-02-04,33.5,17.6,25.2,26.9,5.3,17.0,7.2,46.5,0.0,0,0.0,,0.0,0.0,31.5,19.1,276.2,1028.2,6.5,9.9,153.3,13.3,6.0,,2017-02-04T07:10:29,2017-02-04T17:25:35,0.27,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-05,41.0,26.8,33.5,38.6,21.2,29.7,15.9,48.4,0.0,0,0.0,,0.0,0.1,26.6,9.5,242.4,1016.4,68.0,9.9,77.1,6.7,3.0,,2017-02-05T07:09:25,2017-02-05T17:26:49,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-06,50.0,32.0,41.3,50.0,26.7,37.3,24.8,52.7,0.0,0,0.0,,0.0,0.0,25.8,12.8,276.2,1018.2,25.3,9.9,148.7,12.7,6.0,,2017-02-06T07:08:19,2017-02-06T17:28:04,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-07,39.7,35.4,37.4,37.5,30.7,33.7,35.0,91.4,0.295,100,33.33,rain,0.0,0.0,32.0,8.8,38.4,1009.5,79.4,3.9,43.1,3.6,2.0,,2017-02-07T07:07:12,2017-02-07T17:29:18,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-08,61.0,38.5,45.9,61.0,34.4,44.8,38.1,76.6,0.001,100,4.17,rain,0.1,0.7,33.6,15.8,323.9,1004.1,55.7,6.5,81.4,7.1,3.0,,2017-02-08T07:06:03,2017-02-08T17:30:32,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-09,39.4,19.2,27.2,33.4,7.4,15.7,17.0,67.3,0.426,100,29.17,"rain,snow",2.7,2.7,38.8,26.3,330.1,1008.5,60.7,6.7,132.2,11.3,6.0,,2017-02-09T07:04:53,2017-02-09T17:31:45,0.45,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-10,30.0,18.8,24.7,26.6,7.3,15.6,11.4,56.6,0.0,0,0.0,,0.0,2.0,26.2,14.5,256.7,1023.5,49.2,9.8,143.6,12.5,6.0,,2017-02-10T07:03:41,2017-02-10T17:32:59,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-11,46.9,26.5,35.3,46.1,22.3,34.2,22.3,59.8,0.0,0,0.0,"rain,snow",0.1,1.1,21.0,5.6,147.2,1015.2,27.0,9.9,129.6,11.2,5.0,,2017-02-11T07:02:28,2017-02-11T17:34:12,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-12,37.8,32.2,34.8,36.8,25.0,29.6,31.8,89.3,0.131,100,41.67,"rain,snow",0.0,2.3,30.2,11.7,75.5,1011.9,89.1,6.1,13.6,1.2,1.0,,2017-02-12T07:01:13,2017-02-12T17:35:25,0.55,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-13,37.0,30.1,33.6,28.2,20.2,22.8,20.6,58.8,0.0,0,0.0,,0.0,3.0,41.5,25.1,297.2,1013.2,82.1,9.8,133.8,11.6,5.0,,2017-02-13T06:59:58,2017-02-13T17:36:38,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-14,44.9,25.1,33.5,40.2,20.2,30.1,22.1,63.6,0.0,0,0.0,,0.0,1.8,20.8,9.0,243.5,1012.3,11.1,9.9,147.7,12.9,6.0,,2017-02-14T06:58:41,2017-02-14T17:37:51,0.62,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-15,44.7,28.7,34.9,41.6,23.3,30.9,26.6,72.3,0.0,0,0.0,,0.0,1.3,33.2,19.5,285.6,999.8,35.8,9.3,149.0,13.0,6.0,,2017-02-15T06:57:22,2017-02-15T17:39:04,0.65,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-16,33.9,26.6,31.4,24.4,17.8,21.0,15.3,51.1,0.0,0,0.0,,0.0,1.1,29.2,18.1,297.0,1005.5,74.2,9.9,125.2,10.9,5.0,,2017-02-16T06:56:03,2017-02-16T17:40:16,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-17,42.5,24.7,32.0,37.9,16.3,26.5,17.0,54.7,0.0,0,0.0,,0.0,0.9,24.2,11.7,287.2,1012.7,22.9,9.9,174.6,15.1,7.0,,2017-02-17T06:54:42,2017-02-17T17:41:28,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-18,66.6,26.1,45.7,66.6,26.1,45.7,27.2,52.5,0.0,0,0.0,,0.0,0.3,22.7,13.7,242.1,1009.0,0.9,9.9,173.7,15.0,6.0,,2017-02-18T06:53:21,2017-02-18T17:42:39,0.75,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-19,66.2,48.8,56.1,66.2,47.3,56.0,35.3,46.2,0.0,0,0.0,,0.0,0.0,22.8,12.4,280.5,1010.9,11.1,9.9,166.3,14.4,7.0,,2017-02-19T06:51:58,2017-02-19T17:43:51,0.78,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-20,55.0,36.5,46.0,55.0,32.2,43.3,25.6,47.0,0.0,0,0.0,,0.0,0.0,24.2,12.2,338.0,1023.0,1.7,9.9,177.2,15.3,7.0,,2017-02-20T06:50:34,2017-02-20T17:45:02,0.81,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-21,48.6,29.8,39.3,44.9,26.2,36.6,22.6,51.5,0.0,0,0.0,,0.0,0.0,20.8,9.0,151.3,1025.4,4.8,9.9,127.5,10.9,5.0,,2017-02-21T06:49:09,2017-02-21T17:46:13,0.84,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-22,60.5,40.9,48.3,60.5,38.4,48.1,37.2,66.5,0.0,0,0.0,,0.0,0.0,13.4,5.0,268.5,1015.4,39.0,9.9,122.0,10.6,5.0,,2017-02-22T06:47:43,2017-02-22T17:47:23,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-23,71.6,36.9,53.8,71.6,36.9,53.8,45.7,75.8,0.0,0,0.0,,0.0,0.0,19.7,10.5,227.1,1011.3,41.8,7.8,114.6,10.1,5.0,,2017-02-23T06:46:17,2017-02-23T17:48:33,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-24,74.0,53.5,63.5,74.0,53.5,63.5,52.1,68.3,0.0,0,0.0,,0.0,0.0,26.2,14.8,183.5,1011.2,20.8,9.9,156.8,13.5,6.0,,2017-02-24T06:44:49,2017-02-24T17:49:43,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-25,71.9,40.7,58.2,71.9,33.6,56.6,50.6,76.4,0.234,100,16.67,rain,0.0,0.0,38.4,18.4,197.2,1003.8,70.9,9.6,65.0,5.5,3.0,,2017-02-25T06:43:20,2017-02-25T17:50:53,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-26,39.8,29.0,34.9,32.4,23.4,27.7,18.5,51.3,0.0,0,0.0,,0.0,0.0,29.1,16.5,287.5,1017.8,61.5,9.9,137.7,12.0,5.0,,2017-02-26T06:41:51,2017-02-26T17:52:02,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-27,50.5,25.1,38.2,50.5,23.3,37.0,26.0,62.5,0.0,0,0.0,,0.0,0.0,22.1,13.2,228.0,1028.7,40.6,9.9,138.2,11.8,5.0,,2017-02-27T06:40:21,2017-02-27T17:53:11,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-02-28,62.8,37.2,51.3,62.8,37.2,51.3,38.8,65.3,0.0,0,0.0,,0.0,0.0,27.5,11.0,180.5,1023.8,61.4,9.9,157.0,13.5,7.0,,2017-02-28T06:38:50,2017-02-28T17:54:19,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-03-01,64.2,55.8,58.9,64.2,55.8,58.9,54.3,85.2,0.448,100,37.5,rain,0.0,0.0,50.8,13.1,215.3,1004.3,63.0,8.7,85.2,7.2,4.0,,2017-03-01T06:37:18,2017-03-01T17:55:28,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-03-02,57.0,32.7,42.1,57.0,25.0,34.8,21.8,44.6,0.01,100,12.5,rain,0.0,0.0,39.3,22.3,278.2,1010.9,44.2,9.9,164.0,14.2,6.0,,2017-03-02T06:35:46,2017-03-02T17:56:36,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-03-03,36.1,25.0,29.7,27.5,12.4,20.9,12.6,49.2,0.0,0,0.0,,0.0,0.0,31.9,16.1,288.0,1025.8,31.3,9.6,186.3,16.1,7.0,,2017-03-03T06:34:13,2017-03-03T17:57:43,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-03-04,31.3,16.3,24.0,19.8,3.6,13.0,5.2,45.2,0.0,0,0.0,,0.0,0.1,30.6,19.3,315.3,1034.7,28.6,9.9,177.5,15.3,6.0,,2017-03-04T06:32:39,2017-03-04T17:58:51,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-03-05,36.6,11.3,23.3,31.1,0.3,16.5,-0.2,38.8,0.0,0,0.0,,0.0,0.0,23.3,12.1,324.6,1037.6,0.0,9.9,221.3,19.1,8.0,,2017-03-05T06:31:05,2017-03-05T17:59:58,0.25,Clear,Clear conditions throughout the day.,clear-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-03-06,50.3,21.5,36.8,50.3,21.5,34.7,16.3,44.9,0.0,0,0.0,,0.0,0.0,19.9,8.7,163.6,1031.6,46.7,9.9,191.4,16.6,7.0,,2017-03-06T06:29:30,2017-03-06T18:01:05,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
17960,2017-03-07,54.4,37.7,44.8,54.4,34.6,43.9,41.2,87.6,0.159,100,58.33,rain,0.0,0.0,24.2,7.7,84.7,1023.3,82.0,5.9,46.1,3.9,2.0,,2017-03-07T06:27:55,2017-03-07T18:02:12,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72517014737,72510314712,KRDG,KHZL,99999900379,KXLL"
